item_id,weight,value,capacity
256,37,53,13142
257,36,78,13142
258,11,75,13142
259,56,92,13142
260,31,89,13142
261,59,83,13142
262,7,88,13142
263,13,68,13142
264,56,6,13142
265,72,15,13142
266,16,62,13142
267,15,59,13142
268,69,61,13142
269,46,41,13142
270,33,87,13142
271,63,9,13142
272,10,48,13142
273,43,44,13142
274,75,77,13142
275,74,84,13142
276,10,5,13142
277,61,46,13142
278,32,26,13142
279,20,67,13142
280,91,54,13142
281,59,58,13142
282,12,27,13142
283,80,78,13142
284,99,67,13142
285,87,80,13142
286,83,35,13142
287,58,1,13142
288,24,88,13142
289,35,94,13142
290,6,39,13142
291,16,7,13142
292,66,28,13142
293,82,84,13142
294,5,33,13142
295,41,92,13142
296,69,47,13142
297,83,69,13142
298,63,71,13142
299,1,49,13142
300,27,11,13142
301,95,61,13142
302,1,89,13142
303,47,87,13142
304,31,89,13142
305,36,76,13142
306,8,99,13142
307,32,57,13142
308,65,35,13142
309,24,12,13142
310,75,85,13142
311,13,97,13142
312,75,43,13142
313,91,50,13142
314,37,73,13142
315,82,6,13142
316,60,39,13142
317,64,6,13142
318,59,30,13142
319,80,71,13142
320,64,75,13142
321,72,58,13142
322,5,92,13142
323,28,80,13142
324,98,63,13142
325,28,34,13142
326,3,4,13142
327,83,95,13142
328,21,41,13142
329,36,77,13142
330,44,22,13142
331,22,56,13142
332,60,48,13142
333,2,83,13142
334,26,35,13142
335,36,85,13142
336,69,37,13142
337,74,81,13142
338,4,88,13142
339,17,78,13142
340,82,32,13142
341,3,51,13142
342,31,99,13142
343,4,15,13142
344,56,84,13142
345,72,98,13142
346,84,2,13142
347,42,57,13142
348,43,39,13142
349,75,82,13142
350,14,32,13142
351,17,57,13142
352,1,51,13142
353,24,49,13142
354,57,79,13142
355,35,80,13142
356,40,78,13142
357,71,6,13142
358,70,40,13142
359,26,35,13142
360,11,65,13142
361,77,93,13142
362,87,77,13142
363,14,77,13142
364,94,65,13142
365,65,80,13142
366,82,37,13142
367,31,37,13142
368,37,86,13142
369,85,77,13142
370,15,27,13142
371,17,40,13142
372,92,15,13142
373,80,46,13142
374,61,98,13142
375,44,15,13142
376,24,36,13142
377,91,28,13142
378,14,7,13142
379,10,70,13142
380,94,28,13142
381,95,27,13142
382,70,95,13142
383,25,96,13142
384,87,6,13142
385,85,20,13142
386,92,42,13142
387,66,78,13142
388,22,52,13142
389,62,74,13142
390,88,82,13142
391,83,95,13142
392,99,18,13142
393,29,18,13142
394,47,38,13142
395,41,20,13142
396,10,48,13142
397,7,37,13142
398,66,87,13142
399,54,12,13142
400,69,8,13142
401,72,13,13142
402,98,59,13142
403,63,63,13142
404,55,24,13142
405,46,97,13142
406,99,52,13142
407,83,83,13142
408,99,90,13142
409,79,98,13142
410,59,83,13142
411,53,99,13142
412,14,74,13142
413,12,58,13142
414,25,38,13142
415,73,75,13142
416,74,23,13142
417,84,88,13142
418,16,38,13142
419,53,50,13142
420,14,12,13142
421,9,65,13142
422,23,24,13142
423,73,92,13142
424,72,1,13142
425,29,48,13142
426,58,55,13142
427,35,73,13142
428,80,30,13142
429,60,16,13142
430,17,65,13142
431,37,91,13142
432,90,56,13142
433,54,25,13142
434,91,22,13142
435,22,54,13142
436,67,94,13142
437,43,2,13142
438,27,54,13142
439,58,98,13142
440,16,77,13142
441,44,95,13142
442,44,19,13142
443,83,57,13142
444,48,95,13142
445,20,74,13142
446,88,11,13142
447,43,75,13142
448,23,91,13142
449,73,60,13142
450,47,92,13142
451,75,32,13142
452,78,36,13142
453,3,57,13142
454,14,55,13142
455,53,38,13142
456,76,74,13142
457,72,84,13142
458,38,66,13142
459,88,60,13142
460,31,10,13142
461,9,90,13142
462,88,60,13142
463,7,3,13142
464,10,96,13142
465,75,98,13142
466,12,64,13142
467,3,13,13142
468,13,21,13142
469,4,74,13142
470,66,14,13142
471,60,51,13142
472,75,84,13142
473,79,76,13142
474,12,31,13142
475,95,1,13142
476,84,40,13142
477,17,56,13142
478,95,67,13142
479,28,15,13142
480,73,84,13142
481,63,55,13142
482,53,85,13142
483,25,57,13142
484,44,24,13142
485,95,49,13142
486,96,48,13142
487,32,53,13142
488,15,45,13142
489,14,71,13142
490,5,13,13142
491,17,31,13142
492,22,84,13142
493,44,2,13142
494,35,93,13142
495,9,14,13142
496,42,81,13142
497,83,10,13142
498,86,74,13142
499,55,17,13142
500,84,64,13142
