item_id,weight,value,capacity
182,90,48,15458
183,99,95,15458
184,15,71,15458
185,12,21,15458
186,39,36,15458
187,10,19,15458
188,17,44,15458
189,25,24,15458
190,94,12,15458
191,21,31,15458
192,28,75,15458
193,76,34,15458
194,65,7,15458
195,3,91,15458
196,98,64,15458
197,51,92,15458
198,87,99,15458
199,47,23,15458
200,39,91,15458
201,23,92,15458
202,76,91,15458
203,18,24,15458
204,86,39,15458
205,21,91,15458
206,21,18,15458
207,65,77,15458
208,45,60,15458
209,55,82,15458
210,7,24,15458
211,68,46,15458
212,98,11,15458
213,28,13,15458
214,67,42,15458
215,86,59,15458
216,2,5,15458
217,48,58,15458
218,89,42,15458
219,61,64,15458
220,4,50,15458
221,68,14,15458
222,81,91,15458
223,30,85,15458
224,42,30,15458
225,32,8,15458
226,59,97,15458
227,18,96,15458
228,31,23,15458
229,44,92,15458
230,86,58,15458
231,40,20,15458
232,41,71,15458
233,83,85,15458
234,38,23,15458
235,69,66,15458
236,68,4,15458
237,22,82,15458
238,35,71,15458
239,98,55,15458
240,75,79,15458
241,54,7,15458
242,49,72,15458
243,3,87,15458
244,79,17,15458
245,74,38,15458
246,63,42,15458
247,6,1,15458
248,60,28,15458
249,27,57,15458
250,76,72,15458
251,23,15,15458
252,29,14,15458
253,5,90,15458
254,68,50,15458
255,45,25,15458
256,58,3,15458
257,62,32,15458
258,54,51,15458
259,40,76,15458
260,76,47,15458
261,32,81,15458
262,33,22,15458
263,65,70,15458
264,3,8,15458
265,8,57,15458
266,77,64,15458
267,90,55,15458
268,13,54,15458
269,79,69,15458
270,54,48,15458
271,68,8,15458
272,88,75,15458
273,47,76,15458
274,15,48,15458
275,2,17,15458
276,65,6,15458
277,2,53,15458
278,36,18,15458
279,32,51,15458
280,46,77,15458
281,11,81,15458
282,46,91,15458
283,65,61,15458
284,49,4,15458
285,27,18,15458
286,76,2,15458
287,43,81,15458
288,53,33,15458
289,59,42,15458
290,66,16,15458
291,20,44,15458
292,53,91,15458
293,34,75,15458
294,56,45,15458
295,22,25,15458
296,80,11,15458
297,29,99,15458
298,27,81,15458
299,49,94,15458
300,72,50,15458
301,98,97,15458
302,88,31,15458
303,3,51,15458
304,55,31,15458
305,74,65,15458
306,30,11,15458
307,81,94,15458
308,98,54,15458
309,7,48,15458
310,87,5,15458
311,15,96,15458
312,28,77,15458
313,78,20,15458
314,28,89,15458
315,62,91,15458
316,42,47,15458
317,43,57,15458
318,71,25,15458
319,87,47,15458
320,61,85,15458
321,31,45,15458
322,2,57,15458
323,44,5,15458
324,13,78,15458
325,2,59,15458
326,67,64,15458
327,4,47,15458
328,16,91,15458
329,19,46,15458
330,82,52,15458
331,52,43,15458
332,28,38,15458
333,39,45,15458
334,56,97,15458
335,96,63,15458
336,98,5,15458
337,79,65,15458
338,37,3,15458
339,55,14,15458
340,51,45,15458
341,68,36,15458
342,86,85,15458
343,73,74,15458
344,95,3,15458
345,69,86,15458
346,64,52,15458
347,9,79,15458
348,83,78,15458
349,1,83,15458
350,80,63,15458
351,58,6,15458
352,15,33,15458
353,89,18,15458
354,29,71,15458
355,84,6,15458
356,99,29,15458
357,87,64,15458
358,54,19,15458
359,1,63,15458
360,90,54,15458
361,21,39,15458
362,61,54,15458
363,24,10,15458
364,74,66,15458
365,99,62,15458
366,64,85,15458
367,66,48,15458
368,47,47,15458
369,22,33,15458
370,90,15,15458
371,68,75,15458
372,71,11,15458
373,66,98,15458
374,83,56,15458
375,71,9,15458
376,70,28,15458
377,40,18,15458
378,74,55,15458
379,42,57,15458
380,48,23,15458
381,51,69,15458
382,27,49,15458
383,21,63,15458
384,73,68,15458
385,44,38,15458
386,57,29,15458
387,74,46,15458
388,5,75,15458
389,59,47,15458
390,15,53,15458
391,99,87,15458
392,84,17,15458
393,61,35,15458
394,88,56,15458
395,59,12,15458
396,15,26,15458
397,71,48,15458
398,15,27,15458
399,77,13,15458
400,20,1,15458
401,67,38,15458
402,47,23,15458
403,10,24,15458
404,40,91,15458
405,90,45,15458
406,71,41,15458
407,95,91,15458
408,33,73,15458
409,84,67,15458
410,68,81,15458
411,5,35,15458
412,58,61,15458
413,98,14,15458
414,67,29,15458
415,64,86,15458
416,58,30,15458
417,28,76,15458
418,72,29,15458
419,27,44,15458
420,62,75,15458
421,29,77,15458
422,46,2,15458
423,63,86,15458
424,48,24,15458
425,25,1,15458
426,16,41,15458
427,92,38,15458
428,40,25,15458
429,14,94,15458
430,62,24,15458
431,81,95,15458
432,98,64,15458
433,61,61,15458
434,79,24,15458
435,66,43,15458
436,68,92,15458
437,51,71,15458
438,71,41,15458
439,20,87,15458
440,51,20,15458
441,79,90,15458
442,60,84,15458
443,86,70,15458
444,14,77,15458
445,9,81,15458
446,92,64,15458
447,57,54,15458
448,14,29,15458
449,86,48,15458
450,23,54,15458
451,93,90,15458
452,35,28,15458
453,37,27,15458
454,83,67,15458
455,97,12,15458
456,59,50,15458
457,93,95,15458
458,53,96,15458
459,4,88,15458
460,95,75,15458
461,83,40,15458
462,43,72,15458
463,39,87,15458
464,90,45,15458
465,64,80,15458
466,36,35,15458
467,21,79,15458
468,38,88,15458
469,96,57,15458
470,15,54,15458
471,95,34,15458
472,83,54,15458
473,65,95,15458
474,33,79,15458
475,12,16,15458
476,78,79,15458
477,63,3,15458
478,92,85,15458
479,10,77,15458
480,98,92,15458
481,18,59,15458
482,18,27,15458
483,8,33,15458
484,51,46,15458
485,95,63,15458
486,89,65,15458
487,43,69,15458
488,55,2,15458
489,13,87,15458
490,1,30,15458
491,50,72,15458
492,77,64,15458
493,14,95,15458
494,56,47,15458
495,17,59,15458
496,36,35,15458
497,2,3,15458
498,33,44,15458
499,99,60,15458
500,13,7,15458
