item_id,weight,value,capacity
283,73,76,15126
284,98,7,15126
285,63,47,15126
286,2,90,15126
287,20,21,15126
288,39,51,15126
289,87,93,15126
290,66,69,15126
291,64,20,15126
292,14,19,15126
293,25,41,15126
294,90,36,15126
295,42,90,15126
296,8,25,15126
297,51,15,15126
298,65,21,15126
299,29,29,15126
300,88,44,15126
301,10,8,15126
302,73,29,15126
303,81,94,15126
304,24,66,15126
305,93,19,15126
306,75,4,15126
307,89,72,15126
308,57,44,15126
309,46,60,15126
310,12,74,15126
311,52,41,15126
312,13,36,15126
313,95,74,15126
314,44,49,15126
315,18,6,15126
316,77,80,15126
317,5,70,15126
318,11,22,15126
319,56,1,15126
320,93,51,15126
321,70,44,15126
322,64,92,15126
323,68,76,15126
324,48,9,15126
325,53,66,15126
326,6,19,15126
327,83,79,15126
328,41,89,15126
329,99,66,15126
330,50,40,15126
331,83,51,15126
332,52,74,15126
333,37,41,15126
334,87,49,15126
335,38,8,15126
336,45,74,15126
337,5,24,15126
338,18,32,15126
339,88,2,15126
340,16,60,15126
341,47,89,15126
342,93,89,15126
343,40,17,15126
344,43,47,15126
345,5,69,15126
346,66,33,15126
347,60,39,15126
348,21,56,15126
349,28,1,15126
350,69,48,15126
351,8,35,15126
352,35,95,15126
353,23,5,15126
354,89,15,15126
355,65,79,15126
356,33,13,15126
357,16,88,15126
358,77,92,15126
359,14,47,15126
360,63,92,15126
361,17,70,15126
362,24,50,15126
363,31,73,15126
364,94,59,15126
365,15,98,15126
366,1,66,15126
367,51,67,15126
368,89,75,15126
369,15,13,15126
370,6,48,15126
371,83,30,15126
372,59,68,15126
373,70,95,15126
374,85,50,15126
375,47,57,15126
376,72,93,15126
377,26,92,15126
378,61,36,15126
379,56,2,15126
380,31,35,15126
381,66,94,15126
382,69,5,15126
383,97,41,15126
384,80,75,15126
385,76,40,15126
386,17,62,15126
387,63,91,15126
388,25,57,15126
389,81,35,15126
390,98,66,15126
391,94,76,15126
392,85,51,15126
393,41,56,15126
394,21,93,15126
395,3,20,15126
396,16,74,15126
397,66,72,15126
398,48,68,15126
399,24,77,15126
400,8,54,15126
401,94,64,15126
402,39,97,15126
403,37,26,15126
404,15,9,15126
405,90,36,15126
406,36,87,15126
407,25,62,15126
408,45,94,15126
409,93,49,15126
410,86,57,15126
411,25,42,15126
412,55,60,15126
413,80,4,15126
414,53,38,15126
415,5,66,15126
416,79,66,15126
417,66,11,15126
418,65,92,15126
419,15,90,15126
420,55,77,15126
421,19,58,15126
422,18,3,15126
423,80,29,15126
424,15,75,15126
425,91,41,15126
426,5,20,15126
427,48,69,15126
428,46,32,15126
429,55,37,15126
430,50,58,15126
431,19,70,15126
432,78,91,15126
433,24,53,15126
434,56,82,15126
435,85,45,15126
436,43,99,15126
437,45,53,15126
438,29,51,15126
439,36,92,15126
440,23,93,15126
441,62,38,15126
442,22,56,15126
443,29,38,15126
444,70,81,15126
445,5,11,15126
446,62,93,15126
447,66,58,15126
448,75,18,15126
449,90,25,15126
450,43,62,15126
451,91,89,15126
452,54,24,15126
453,89,6,15126
454,59,98,15126
455,18,75,15126
456,38,16,15126
457,74,66,15126
458,23,27,15126
459,39,70,15126
460,7,29,15126
461,11,16,15126
462,4,58,15126
463,16,29,15126
464,10,4,15126
465,15,82,15126
466,20,53,15126
467,51,45,15126
468,42,85,15126
469,6,43,15126
470,70,93,15126
471,20,26,15126
472,10,19,15126
473,30,1,15126
474,19,75,15126
475,24,22,15126
476,42,29,15126
477,72,45,15126
478,23,47,15126
479,61,92,15126
480,10,3,15126
481,37,41,15126
482,84,95,15126
483,17,17,15126
484,78,5,15126
485,40,55,15126
486,46,19,15126
487,99,23,15126
488,43,72,15126
489,10,28,15126
490,89,29,15126
491,32,84,15126
492,25,97,15126
493,84,48,15126
494,7,25,15126
495,79,96,15126
496,86,86,15126
497,92,38,15126
498,5,35,15126
499,33,51,15126
500,47,83,15126
