item_id,weight,value,capacity
179,81,25,16688
180,82,68,16688
181,17,29,16688
182,67,23,16688
183,40,57,16688
184,62,6,16688
185,69,35,16688
186,85,6,16688
187,15,52,16688
188,13,44,16688
189,63,20,16688
190,51,51,16688
191,92,1,16688
192,14,60,16688
193,80,43,16688
194,41,61,16688
195,11,38,16688
196,29,32,16688
197,75,35,16688
198,82,32,16688
199,91,18,16688
200,72,89,16688
201,48,19,16688
202,37,85,16688
203,29,21,16688
204,64,70,16688
205,53,76,16688
206,58,15,16688
207,20,74,16688
208,37,76,16688
209,97,30,16688
210,18,36,16688
211,43,97,16688
212,65,48,16688
213,2,15,16688
214,53,84,16688
215,68,35,16688
216,59,27,16688
217,47,19,16688
218,2,91,16688
219,15,10,16688
220,35,78,16688
221,98,47,16688
222,18,39,16688
223,40,56,16688
224,3,55,16688
225,51,5,16688
226,81,62,16688
227,93,54,16688
228,89,34,16688
229,11,88,16688
230,88,2,16688
231,69,95,16688
232,94,9,16688
233,23,88,16688
234,55,95,16688
235,97,29,16688
236,70,24,16688
237,9,79,16688
238,57,76,16688
239,14,23,16688
240,76,82,16688
241,76,71,16688
242,87,14,16688
243,39,82,16688
244,28,6,16688
245,58,31,16688
246,70,59,16688
247,26,49,16688
248,63,67,16688
249,5,2,16688
250,35,48,16688
251,39,27,16688
252,82,27,16688
253,9,30,16688
254,79,98,16688
255,97,88,16688
256,32,10,16688
257,39,23,16688
258,31,10,16688
259,1,13,16688
260,73,56,16688
261,99,18,16688
262,81,21,16688
263,15,59,16688
264,36,99,16688
265,81,72,16688
266,38,72,16688
267,49,49,16688
268,53,65,16688
269,15,54,16688
270,77,37,16688
271,78,30,16688
272,87,84,16688
273,20,29,16688
274,65,41,16688
275,73,86,16688
276,44,47,16688
277,70,15,16688
278,60,57,16688
279,29,43,16688
280,18,41,16688
281,94,46,16688
282,31,40,16688
283,21,12,16688
284,17,51,16688
285,83,85,16688
286,76,2,16688
287,73,39,16688
288,31,17,16688
289,21,57,16688
290,24,98,16688
291,73,5,16688
292,13,70,16688
293,92,74,16688
294,72,62,16688
295,1,48,16688
296,30,48,16688
297,17,57,16688
298,80,19,16688
299,36,45,16688
300,81,28,16688
301,62,82,16688
302,57,82,16688
303,76,88,16688
304,25,41,16688
305,10,90,16688
306,89,22,16688
307,37,55,16688
308,49,31,16688
309,25,41,16688
310,6,57,16688
311,68,48,16688
312,68,89,16688
313,5,46,16688
314,43,85,16688
315,14,15,16688
316,60,41,16688
317,48,13,16688
318,75,50,16688
319,60,63,16688
320,95,31,16688
321,87,99,16688
322,41,82,16688
323,13,50,16688
324,56,50,16688
325,69,98,16688
326,98,88,16688
327,31,4,16688
328,27,41,16688
329,88,38,16688
330,54,98,16688
331,41,49,16688
332,88,40,16688
333,55,58,16688
334,19,16,16688
335,5,18,16688
336,38,19,16688
337,63,80,16688
338,79,21,16688
339,29,51,16688
340,23,51,16688
341,60,33,16688
342,96,22,16688
343,38,77,16688
344,9,36,16688
345,40,56,16688
346,63,23,16688
347,54,99,16688
348,91,84,16688
349,24,20,16688
350,86,9,16688
351,55,93,16688
352,87,33,16688
353,62,84,16688
354,76,14,16688
355,85,87,16688
356,5,59,16688
357,9,69,16688
358,30,90,16688
359,96,56,16688
360,59,20,16688
361,52,29,16688
362,87,87,16688
363,99,58,16688
364,78,40,16688
365,33,6,16688
366,60,57,16688
367,58,27,16688
368,76,77,16688
369,56,52,16688
370,85,37,16688
371,54,70,16688
372,30,59,16688
373,44,38,16688
374,25,58,16688
375,89,99,16688
376,71,18,16688
377,44,60,16688
378,84,21,16688
379,22,55,16688
380,72,65,16688
381,37,63,16688
382,50,85,16688
383,52,72,16688
384,76,21,16688
385,38,6,16688
386,28,59,16688
387,19,44,16688
388,50,77,16688
389,75,45,16688
390,52,45,16688
391,7,17,16688
392,33,6,16688
393,80,69,16688
394,28,67,16688
395,71,57,16688
396,54,12,16688
397,89,62,16688
398,88,30,16688
399,26,2,16688
400,65,97,16688
401,87,43,16688
402,41,80,16688
403,33,15,16688
404,76,83,16688
405,39,80,16688
406,32,74,16688
407,83,14,16688
408,27,75,16688
409,30,66,16688
410,54,8,16688
411,33,35,16688
412,55,43,16688
413,89,47,16688
414,22,51,16688
415,25,59,16688
416,73,3,16688
417,38,40,16688
418,31,15,16688
419,38,11,16688
420,24,73,16688
421,91,52,16688
422,96,83,16688
423,88,97,16688
424,13,83,16688
425,2,55,16688
426,44,88,16688
427,33,79,16688
428,74,79,16688
429,37,96,16688
430,7,47,16688
431,41,82,16688
432,1,46,16688
433,56,13,16688
434,41,86,16688
435,10,65,16688
436,14,78,16688
437,20,50,16688
438,73,16,16688
439,13,82,16688
440,26,3,16688
441,49,72,16688
442,10,79,16688
443,53,64,16688
444,99,25,16688
445,87,10,16688
446,61,64,16688
447,66,66,16688
448,27,85,16688
449,55,49,16688
450,80,40,16688
451,10,29,16688
452,44,68,16688
453,71,39,16688
454,74,19,16688
455,12,43,16688
456,40,35,16688
457,31,80,16688
458,12,92,16688
459,32,30,16688
460,81,39,16688
461,37,51,16688
462,22,1,16688
463,47,47,16688
464,62,75,16688
465,4,90,16688
466,80,81,16688
467,86,59,16688
468,12,96,16688
469,85,19,16688
470,99,64,16688
471,60,10,16688
472,49,16,16688
473,85,10,16688
474,83,63,16688
475,54,53,16688
476,35,78,16688
477,78,77,16688
478,87,65,16688
479,85,60,16688
480,22,42,16688
481,63,42,16688
482,62,25,16688
483,91,26,16688
484,38,84,16688
485,56,67,16688
486,47,99,16688
487,82,58,16688
488,79,95,16688
489,21,58,16688
490,44,71,16688
491,94,46,16688
492,17,76,16688
493,75,47,16688
494,24,13,16688
495,28,68,16688
496,57,22,16688
497,48,22,16688
498,38,48,16688
499,20,71,16688
500,36,86,16688
